pmid,title,abstract,nct_id,label,failure_score,success_score
21499862,Fluorouracil-based chemoradiation with either gemcitabine or fluorouracil chemotherapy after resection of pancreatic adenocarcinoma: 5-year analysis of the U.S. Intergroup/RTOG 9704 phase III trial.,"The impact of the addition of gemcitabine to 5-fluorouracil (5-FU) chemoradiation (CRT) on 5-year overall survival (OS) in resected pancreatic adenocarcinoma are presented with updated results of a phase III trial. After resection of pancreatic adenocarcinoma, patients were randomized to pre- and post-CRT 5-FU versus pre- and post-CRT gemcitabine. 5-FU was provided continuously at 250 mg/m(2)/day, and gemcitabine was provided at 1000 mg/m(2) weekly. Both were provided over 3 weeks before and 12 weeks after CRT. CRT was provided at 50.4 Gy with continuously provided 5-FU. The primary end point was survival for all patients and for patients with tumor of the pancreatic head. Four hundred fifty-one patients were eligible. Univariate analysis showed no difference in OS. Pancreatic head tumor patients (n = 388) had a median survival and 5-year OS of 20.5 months and 22% with gemcitabine versus 17.1 months and 18% with 5-FU. On multivariate analysis, patients on the gemcitabine arm with pancreatic head tumors experienced a trend toward improved OS (P = 0.08). First site of relapse local recurrence in 28% of patients versus distant relapse in 73%. The sequencing of 5-FU CRT with gemcitabine as done in this trial is not associated with a statistically significant improvement in OS. Despite local recurrence being approximately half of that reported in previous adjuvant trials, distant disease relapse still occurs in ≥ 70% of patients. These findings serve as the basis for the recently activated EORTC/U.S. Intergroup RTOG 0848 phase III adjuvant trial evaluating the impact of CRT after completion of a full course of gemcitabine.",NCT00003216,1,0,1
20934270,"The influence of total nodes examined, number of positive nodes, and lymph node ratio on survival after surgical resection and adjuvant chemoradiation for pancreatic cancer: a secondary analysis of RTOG 9704.","Lymph node status is an important predictor of survival in pancreatic cancer. We performed a secondary analysis of Radiation Therapy Oncology Group (RTOG) 9704, an adjuvant chemotherapy and chemoradiation trial, to determine the influence of lymph node factors--number of positive nodes (NPN), total nodes examined (TNE), and lymph node ratio (LNR ratio of NPN to TNE)--on OS and disease-free survival (DFS). Eligible patients from RTOG 9704 form the basis of this secondary analysis of lymph node parameters. Actuarial estimates for OS and DFS were calculated using Kaplan-Meier methods. Cox proportional hazards models were performed to evaluate associations of NPN, TNE, and LNR with OS and DFS. Multivariate Cox proportional hazards models were also performed. There were 538 patients enrolled in the RTOG 9704 trial. Of these, 445 patients were eligible with lymph nodes removed. Overall median NPN was 1 (min-max, 0-18). Increased NPN was associated with worse OS (HR=1.06, p=0.001) and DFS (HR=1.05, p=0.01). In multivariate analyses, both NPN and TNE were associated with OS and DFS. TNE>12, and >15 were associated with increased OS for all patients, but not for node-negative patients (n=142). Increased LNR was associated with worse OS (HR=1.01, p<0.0001) and DFS (HR=1.006, p=0.002). In patients who undergo surgical resection followed by adjuvant chemoradiation, TNE, NPN, and LNR are associated with OS and DFS. This secondary analysis of a prospective, cooperative group trial supports the influence of these lymph node parameters on outcomes after surgery and adjuvant therapy using contemporary techniques.",NCT00003216,-1,0,0
18992248,Human equilibrative nucleoside transporter 1 levels predict response to gemcitabine in patients with pancreatic cancer.,"The human equilibrative nucleoside transporter (hENT1) protein transports gemcitabine into cells. Small retrospective studies in pancreatic cancer suggest that levels of hENT1 protein or messenger RNA may have prognostic value. We studied the predictive value of hENT1 levels in a cohort of pancreatic adenocarcinoma patients from the large prospective randomized adjuvant treatment trial RTOG9704. In RTOG9704, 538 patients were assigned randomly, after surgical resection, to groups that were given either gemcitabine or 5-fluorouracil (5-FU). Immunohistochemistry for hENT1 was performed on a tissue microarray of 229 resected pancreatic tumors from RTOG9704 and scored as having no staining, low staining, or high staining. Associations between hENT1 protein and treatment outcome were analyzed by unconditional logistic regression analysis using the chi-square test and the Cox proportional hazards model. HENT1 expression was associated with overall and disease-free survival in a univariate (hazard ratio [HR], 0.51; 95% confidence interval [CI], 0.29-0.91; P= .02; and HR, 0.57; 95% CI, 0.32-1.00; P= .05) and multivariate model in the group given gemcitabine (HR, 0.40; 95% CI, 0.22-0.75; P= .004; and HR, 0.39; 95% CI, 0.21-0.73; P= .003). hENT1 expression was not associated with survival in the group given 5-FU. In this prospective randomized trial, hENT1 protein expression was associated with increased overall survival and disease-free survival in pancreatic cancer patients who received gemcitabine, but not in those who received 5-FU. These findings are supported by preclinical data; the gemcitabine transporter hENT1 is therefore a molecular and mechanistically relevant predictive marker of benefit from gemcitabine in patients with resected pancreatic cancer.",NCT00003216,-1,0,0
19029412,Postresection CA 19-9 predicts overall survival in patients with pancreatic cancer treated with adjuvant chemoradiation: a prospective validation by RTOG 9704.,"CA 19-9 is an important tumor marker in patients with pancreatic adenocarcinoma. A secondary end point of Radiation Therapy Oncology Group trial 9704 was prospective evaluation of the ability of postresectional CA 19-9 to predict survival. CA 19-9 expression was analyzed as a dichotomized variable (< 180 v > or = 180) or (< or = 90 v > 90). Cox proportional hazards models were utilized to identify the impact of CA 19-9 expression on overall survival (OS). Actuarial estimates for OS were calculated using Kaplan-Meier methods. Three hundred eighty-five patients patients had assessable CA 19-9 levels. The majority had a CA 19-9 level lower than 180 or < or = 90 (n = 220 and 200, respectively), while 34% were Lewis Antigen negative and 33 (9%) and 53 (14%) patients had levels higher than 180 and higher than 90. When CA 19-9 was analyzed as a dichotomized variable, there was a significant survival difference favoring patients with CA 19-9 lower than 180 (hazard ratio [HR], 3.53; P < .0001). This corresponds to a 72% reduction in the risk of death for patients with a CA 19-9 lower than 180. This was also true for patients with CA 19-9 < or = 90 (HR, 3.4; P < .0001). Multivariate analyses confirmed that CA 19-9, when analyzed as both a continuous and a dichotomized variable, is a highly significant predictor of OS in patients with resected pancreatic cancer. To our knowledge, this is the first phase III trial to perform prospective analysis of CA 19-9 levels in patients treated with adjuvant chemoradiotherapy. It definitively confirms the prognostic importance of postresectional CA 19-9 levels after surgery with curative intent in patients with pancreatic cancer.",NCT00003216,-1,0,0
18319412,Fluorouracil vs gemcitabine chemotherapy before and after fluorouracil-based chemoradiation following resection of pancreatic adenocarcinoma: a randomized controlled trial.,"Among patients with locally advanced metastatic pancreatic adenocarcinoma, gemcitabine has been shown to improve outcomes compared with fluorouracil. To determine if the addition of gemcitabine to adjuvant fluorouracil chemoradiation (chemotherapy plus radiation) improves survival for patients with resected pancreatic adenocarcinoma. Randomized controlled phase 3 trial of patients with complete gross total resection of pancreatic adenocarcinoma and no prior radiation or chemotherapy enrolled between July 1998 and July 2002 with follow-up through August 18, 2006, at 164 US and Canadian institutions. Chemotherapy with either fluorouracil (continuous infusion of 250 mg/m2 per day; n = 230) or gemcitabine (30-minute infusion of 1000 mg/m2 once per week; n = 221) for 3 weeks prior to chemoradiation therapy and for 12 weeks after chemoradiation therapy. Chemoradiation with a continuous infusion of fluorouracil (250 mg/m2 per day) was the same for all patients (50.4 Gy). Survival for all patients and survival for patients with pancreatic head tumors were the primary end points. Secondary end points included toxicity. A total of 451 patients were randomized, eligible, and analyzable. Patients with pancreatic head tumors (n = 388) had a median survival of 20.5 months and a 3-year survival of 31% in the gemcitabine group vs a median survival of 16.9 months and a 3-year survival of 22% in the fluorouracil group (hazard ratio, 0.82 [95% confidence interval, 0.65-1.03]; P = .09). The treatment effect was strengthened on multivariate analysis (hazard ratio, 0.80 [95% confidence interval, 0.63-1.00]; P = .05). Grade 4 hematologic toxicity was 1% in the fluorouracil group and 14% in the gemcitabine group (P < .001) without a difference in febrile neutropenia or infection. There were no differences in the ability to complete chemotherapy or radiation therapy (>85%). The addition of gemcitabine to adjuvant fluorouracil-based chemoradiation was associated with a survival benefit for patients with resected pancreatic cancer, although this improvement was not statistically significant. clinicaltrials.gov Identifier: NCT00003216.",NCT00003216,-1,0,0
18191528,Preoperative chemoradiation in adenocarcinoma of the pancreas. A single centre experience advocating a new treatment strategy.,"To evaluate a single centre's experience with pancreatic carcinoma focused on preoperative chemoradiation therapy (CRT) for treatment of locally advanced pancreatic carcinoma. The aim of the present analysis was to evaluate the median overall survival time (OS) after preoperative CRT and to compare it with OS after primary resection of pancreatic carcinoma. In conclusion a new treatment strategy was developed using multimodality treatment for pancreatic carcinoma deemed to be resectable by CT-scan. Between 1995 and 2003, 302 patients with ductal adenocarcinoma of the pancreatic head and body were recorded prospectively and OS was analysed with regard to therapy. Fifty-eight patients were resected without any pretreatment and had an OS of 21 months. Twenty-one patients with initially unresectable tumours underwent CRT followed by resection and had an OS of 54 months, which was not significantly different from primary resection (p=0.315). Lymph node metastasis was significantly reduced after CRT (p=0.0029). OS for patients whose tumours could not be resected was 3-10 months, depending on tumour stage and consecutive therapy. CRT pretreatment was effective in locally advanced pancreatic carcinoma and resulted in resection of tumours otherwise staged as non-resectable. This experience led to a randomized trial for patients who by CT are staged to have resectable cancer of the pancreatic head with the intent to increase curative resectability and survival by neoadjuvant CRT (ISRCTN78805636/NCT00335543).",NCT00335543,0,1,0
40762544,Phase 2 Study of Zilovertamab Vedotin in Participants with Metastatic Solid Tumors.,"Zilovertamab vedotin, an antibody-drug conjugate targeting receptor tyrosine kinase-like orphan receptor 1 (ROR1), had manageable safety and promising antitumor activity in participants with relapsed or refractory non-Hodgkin lymphomas. We evaluated zilovertamab vedotin in participants with previously treated metastatic solid tumors. This phase 2, open-label, nonrandomized study (NCT04504916) enrolled participants with metastatic triple-negative breast cancer, hormone receptor-positive breast cancer, nonsquamous non-small-cell lung cancer, platinum-resistant ovarian cancer, or pancreatic cancer. Participants received zilovertamab vedotin ≤2.5 mg/kg once every 3 weeks (Q1/3W) or <1.75 mg/kg twice every 3 weeks (Q2/3W). The primary endpoint was objective response rate per RECIST version 1.1 by blinded independent central review. ROR1 protein expression was correlated with clinical outcomes. A total of 102 participants were enrolled (Q1/3W, n = 70; Q2/3W, n = 32). The objective response rate was 1% [95% confidence interval (CI), 0%-8%] with Q1/3W dosing (one partial response, hormone receptor-positive/HER2-negative breast cancer cohort) and 0% with Q2/3W dosing. The median progression-free survival (95% CI) was 2.3 (2.0-4.1) and 1.9 (1.7-2.1) months, respectively; the median overall survival (95% CI) was 8.3 (5.2-10.3) and 5.5 (4.4-11.0) months, respectively. Across dosing regimens, treatment-related adverse events were reported in 85 participants (83%), most commonly fatigue (29%) and nausea (28%). Treatment-related peripheral neuropathy occurred in 8%. Treatment-related adverse events led to dose interruption/reduction in 32 participants (31%) and permanent treatment discontinuation in 7 (7%). Tissue for ROR1 IHC was available on 17 participants, with only 3 (all nonresponders) showing ROR1 expression. Zilovertamab vedotin had minimal antitumor activity, with only a single responder, and manageable safety in participants with previously treated metastatic solid tumors. Zilovertamab vedotin had minimal antitumor activity and manageable safety in participants with previously treated metastatic solid tumors of various histologic subtypes. The results suggest that further development of zilovertamab vedotin in these solid tumors is not warranted.",NCT04504916,-1,0,0
24231241,Phase I study of neoadjuvant accelerated short course radiation therapy with photons and capecitabine for resectable pancreatic cancer.,"In this phase I study, we sought to determine the feasibility and tolerability of neoadjuvant short course radiotherapy (SC-CRT) delivered with photon RT with concurrent capecitabine for resectable pancreatic adenocarcinoma. Ten patients with localized, resectable pancreatic adenocarcinoma were enrolled from December 2009 to August 2011. In dose level I, patients received 3 Gy × 10. In dose level 2, patients received 5 Gy × 5 (every other day). In dose level 3, patients received 5 Gy × 5 (consecutive days). Capecitabine was given during weeks 1 and 2. Surgery was performed 1-3 weeks after completion of chemotherapy. With an intended accrual of 12 patients, the study was closed early due to unexpected intraoperative complications. Compared to the companion phase I proton study, patients treated with photons had increased intraoperative RT fibrosis reported by surgeons (27% vs. 63%). Among those undergoing a Whipple resection, increased RT fibrosis translated to an increased mean OR time of 69 min. Dosimetric comparison revealed significantly increased low dose exposure to organs at risk for patients treated with photon RT. This phase I experience evaluating the tolerability of neoadjuvant SC-CRT with photon RT closed early due to unexpected intraoperative complications.",NCT00889187,1,0,1
24513806,A randomized trial of rectal indomethacin and sublingual nitrates to prevent post-ERCP pancreatitis.,"Acute pancreatitis is the most common adverse event of endoscopic retrograde cholangiopancreatography (ERCP). Recent data suggest that indomethacin can reduce the risk of post-ERCP pancreatitis (PEP) in high-risk individuals. However, whether the combination of indomethacin and sublingual nitrates is superior to indomethacin alone is unknown. Therefore, we aimed to evaluate the efficacy of rectally administered indomethacin plus sublingual nitrate compared with indomethacin alone to prevent PEP. During a 17-month period, all eligible patients who underwent ERCP were enrolled in this study. We excluded patients who had undergone a prior endoscopic sphincterotomy. In a double-blind controlled randomized trial, patients received a suppository containing 100 mg of indomethacin, plus 5 mg of sublingual nitrate (group A), or a suppository containing 100 mg of indomethacin, plus sublingual placebo (group B), before ERCP. Serum amylase levels and clinically pertinent evaluations were measured in all patients after ERCP. Of the 300 enrolled patients, 150 received indomethacin plus nitrate. Thirty-three patients developed pancreatitis: 10 (6.7%) in group A and 23 (15.3%) in group B (P=0.016, risk ratio=0.39, 95% confidence intervals (CI): 0.18-0.86). More than 80% of the patients were at high risk of developing pancreatitis after ERCP. Absolute risk reduction, relative risk reduction, and number needed to treat for the prevention of PEP were 8.6% (95% CI: 4.7-14.5), 56.2% (95% CI: 50.6-60.8), and 12 (95% CI: 7-22), respectively. Combination of rectal indomethacin and sublingual nitrate given before ERCP was significantly more likely to reduce the incidence of PEP than indomethacin suppository alone. Multicenter trials to confirm these promising findings are needed.",NCT02692391,-1,0,0
15173799,Prevention of post-ERCP pancreatitis: a comprehensive review.,,NCT02692391,-1,0,0
8368765,Clinical responses to intralymphatic whole-cell melanoma vaccine augmented by in vitro incubation with alpha-interferon.,,NCT00002475,-1,0,0
22888387,A Multi-institutional Phase 2 Study of Imatinib Mesylate and Gemcitabine for First-Line Treatment of Advanced Pancreatic Cancer.,"The pancreatic tumor microenvironment is rich in receptors for platelet-derived growth factor (PDGFRs). Imatinib mesylate (IM) inhibits PDGFRs and decreases tumor interstitial fluid pressure, potentially improving drug access. These data and promising results in a phase 1 trial formed the rationale for a phase 2 trial combining IM and gemcitabine (GEM) in pancreatic cancer. Eligibility criteria included chemotherapy-naïve, locally advanced or metastatic pancreatic cancer; ECOG (Eastern Cooperative Oncology Group) performance status ≤2; and adequate end-organ function. The primary end point was progression-free survival (PFS). Secondary end points included response rate, toxicity, and overall survival (OS). GEM was given at 1200 mg/m(2)/120 min on days 3 and 10. IM (400 mg) was taken orally on days 1 to 5 and 8 to 12 of a 21-day cycle. Response was assessed every 3 cycles. Forty-four patients from 7 centers were enrolled from October 2005 through July 2009. Median age was 62 years. The median number of cycles completed was 3 (range, 0-17). Common adverse effects included neutropenia, nausea, anemia, and fatigue. Half the patients required dose reductions. There were no complete responses to therapy. During treatment, 1 patient showed a partial response, 16 had stable disease, and 18 had progressive disease. The median PFS was 3.9 months (95% confidence interval, 2.1-5.1), the median OS was 6.3 months (95% confidence interval, 5.2-8.5), and the 1-year survival rate was 25.6% (95% confidence interval, 13.8-39.1). IM in combination with GEM is tolerated in locally advanced, metastatic, or recurrent pancreatic cancer, but does not show a statistically significant PFS or OS benefit over chemotherapy with GEM alone.",NCT00161213,-1,0,0
19858379,Phase III randomized comparison of gemcitabine versus gemcitabine plus capecitabine in patients with advanced pancreatic cancer.,"Both gemcitabine (GEM) and fluoropyrimidines are valuable treatment for advanced pancreatic cancer. This open-label study was designed to compare the overall survival (OS) of patients randomly assigned to GEM alone or GEM plus capecitabine (GEM-CAP). Patients with previously untreated histologically or cytologically proven locally advanced or metastatic carcinoma of the pancreas with a performance status <or= 2 were recruited. Patients were randomly assigned to GEM or GEM-CAP. The primary outcome measure was survival. Meta-analysis of published studies was also conducted. Between May 2002 and January 2005, 533 patients were randomly assigned to GEM (n = 266) and GEM-CAP (n = 267) arms. GEM-CAP significantly improved objective response rate (19.1% v 12.4%; P = .034) and progression-free survival (hazard ratio [HR], 0.78; 95% CI, 0.66 to 0.93; P = .004) and was associated with a trend toward improved OS (HR, 0.86; 95% CI, 0.72 to 1.02; P = .08) compared with GEM alone. This trend for OS benefit for GEM-CAP was consistent across different prognostic subgroups according to baseline stratification factors (stage and performance status) and remained after adjusting for these stratification factors (P = .077). Moreover, the meta-analysis of two additional studies involving 935 patients showed a significant survival benefit in favor of GEM-CAP (HR, 0.86; 95% CI, 0.75 to 0.98; P = .02) with no intertrial heterogeneity. On the basis of our trial and the meta-analysis, GEM-CAP should be considered as one of the standard first-line options in locally advanced and metastatic pancreatic cancer.",NCT00032175,1,0,3
19826418,A randomised phase II study of modified FOLFIRI.3 vs modified FOLFOX as second-line therapy in patients with gemcitabine-refractory advanced pancreatic cancer.,"Only a few clinical trials have been conducted in patients with advanced pancreatic cancer after failure of first-line gemcitabine-based chemotherapy. Therefore, there is no current consensus on the treatment of these patients. We conducted a randomised phase II study of the modified FOLFIRI.3 (mFOLFIRI.3; a regimen combining 5-fluorouracil (5-FU), folinic acid, and irinotecan) and modified FOLFOX (mFOLFOX; a regimen combining folinic acid, 5-FU, and oxaliplatin) regimens as second-line treatments in patients with gemcitabine-refractory pancreatic cancer. The primary end point was the 6-month overall survival rate. The mFOlFIRI.3 regimen consisted of irinotecan (70 mg m(-2); days 1 and 3), leucovorin (400 mg m(-2); day 1), and 5-FU (2000 mg m(-2); days 1 and 2) every 2 weeks. The mFOLFOX regimen was composed of oxaliplatin (85 mg m(-2); day 1), leucovorin (400 mg m(-2); day 1), and 5-FU (2000 mg m(-2); days 1 and 2) every 2 weeks. Sixty-one patients were randomised to mFOLFIRI.3 (n=31) or mFOLFOX (n=30) regimen. The six-month survival rates were 27% (95% confidence interval (CI)=13-46%) and 30% (95% CI=15-49%), respectively. The median overall survival periods were 16.6 and 14.9 weeks, respectively. Disease control was achieved in 23% (95% CI=10-42%) and 17% patients (95% CI=6-35%), respectively. The number of patients with at least one grade 3/4 toxicity was identical (11 patients, 38%) in both groups: neutropenia (7 patients under mFOLFIRI.3 regimen vs 6 patients under mFOLFOX regimen), asthaenia (1 vs 4), vomiting (3 in both), diarrhoea (2 vs 0), and mucositis (1 vs 2). Both mFOLFIRI.3 and mFOLFOX regimens were tolerated with manageable toxicity, offering modest activities as second-line treatments for patients with advanced pancreatic cancer, previously treated with gemcitabine.",NCT00786006,-1,0,0
34288696,Randomized Phase II Trial Evaluating Two Sequential Treatments in First Line of Metastatic Pancreatic Cancer: Results of the PANOPTIMOX-PRODIGE 35 Trial.,"Metastatic pancreatic cancer (mPC) still harbors a dismal prognosis. Our previous trial (PRODIGE 4-ACCORD 11) demonstrated the superiority of 6-month chemotherapy with fluorouracil, leucovorin, irinotecan, and oxaliplatin (FOLFIRINOX) over gemcitabine for overall survival. The high limiting oxaliplatin-related neurotoxicity supports the evaluation of an oxaliplatin stop-and-go strategy and a sequential strategy in mPC. In this phase II study, patients were randomly assigned to receive either 6 months of FOLFIRINOX (arm A), 4 months of FOLFIRINOX followed by leucovorin plus fluorouracil maintenance treatment for controlled patients (arm B), or a sequential treatment alternating gemcitabine and fluorouracil, leucovorin, and irinotecan every 2 months (arm C). The primary end point was progression-free survival at 6 months. Between January 2015 and November 2016, 276 patients (mean age: 63 years; range: 40-76 years) were enrolled (A: 91, B: 92, and C: 90). Grade 3 or 4 neurotoxicity occurred in 10.2% of patients in arm A and 19.8% in arm B. The median ratio of received dose/targeted dose of oxaliplatin was 83% in arm A and 92% in arm B. The 6-month progression-free survival was 47.1% in A, 42.9% in B, and 34.1% in C. The median overall survival was 10.1 months in arm A, 11.2 in arm B, and 7.3 in arm C. Median survival without deterioration in quality-of-life scores was higher in the maintenance arm (11.4 months) than in arms A and C (7.2 and 7.5 months, respectively). Maintenance with leucovorin plus fluorouracil appears to be feasible and effective in patients with mPC controlled after 4 months of induction chemotherapy with FOLFIRINOX. Severe neurotoxicity was higher in the maintenance therapy arm, probably because of the higher cumulative dose of oxaliplatin.",NCT02352337,-1,0,0
26308942,FFCD-1004 Clinical Trial: Impact of Cytidine Deaminase Activity on Clinical Outcome in Gemcitabine-Monotherapy Treated Patients.,"Because cytidine deaminase (CDA) is the key enzyme in gemcitabine metabolism, numerous studies have attempted to investigate impact of CDA status (i.e. genotype or phenotype) on clinical outcome. To date, data are still controversial because none of these studies has fully investigated genotype-phenotype CDA status, pharmacokinetics and clinical outcome relationships in gemcitabine-treated patients. Besides, most patients were treated with gemcitabine associated with other drugs, thus adding a confounding factor. We performed a multicenter prospective clinical trial in gemcitabine-treated patients which aimed at investigating the link between CDA deficiency on the occurrence of severe toxicities and on pharmacokinetics, and studying CDA genotype-phenotype relationships. One hundred twenty patients with resected pancreatic adenocarcinoma eligible for adjuvant gemcitabine monotherapy were enrolled in this study promoted and managed by the Fédération Francophone de Cancérologie Digestive. Toxicities were graded according to National Cancer Institute's Common Terminology Criteria for Adverse Events Version 4. They were considered severe for grade ≥ 3, and early when occurring during the first eight weeks of treatment. CDA status was evaluated using a double approach: genotyping for 79A>C and functional testing. Therapeutic drug monitoring of gemcitabine and its metabolite were performed on the first course of gemcitabine. Five patients out of 120 (i.e., 4.6%) were found to be CDA deficient (i.e., CDA activity <1.3 U/mg), and only one among them experienced early severe hematological toxicity. There was no statistically significant difference in CDA activity between patients experiencing hematological severe toxicities (28.44%) and patients who tolerated the treatment (71.56%). CDA genetic analysis failed in evidencing an impact in terms of toxicities or in CDA activity. Regarding pharmacokinetics, a wide inter-individual variability has been observed in patients. This study, which included only 4.6% of CDA-deficient patients, failed in identifying CDA status as a predictive marker of toxicities with gemcitabine. A lack of statistical power because of smoothing effect of CDA variability as compared with real life conditions could explain this absence of impact. ClinicalTrials.gov NCT01416662.",NCT01416662,-1,0,0
19738452,Phase II study of paclitaxel plus the protein kinase C inhibitor bryostatin-1 in advanced pancreatic carcinoma.,"To determine the efficacy and toxicity of the protein kinase C inhibitor bryostatin-1 plus paclitaxel in patients with advanced pancreatic carcinoma. Each treatment cycle consisted of paclitaxel 90 mg/m by intravenous infusion over 1 hour on days 1, 8, and 16, plus bryostatin 25 mcg/m as a 1-hour intravenous infusion on days 2, 9, and 15, given every 28 days. Patients were evaluated for response after every 2 treatment cycles, and continued therapy until disease progression or prohibitive toxicity. The primary objective was to determine whether the combination produced a response rate of at least 30%. Nineteen patients with locally advanced or metastatic pancreatic adenocarcinoma received a total of 52 cycles of therapy (range: 1-10). Patients received the combination as first-line therapy for advanced disease (N = 5) or after prior chemotherapy used alone or in combination with local therapy. No patients had a confirmed objective response. The median time to treatment failure was 1.9 months (95% confidence intervals: 1.2, 2.6 months). Reasons for discontinuing therapy included progressive disease or death in 14 patients (74%) or because of adverse events or patient choice in 5 patients (26%). The most common grade 3 to 4 toxicities included leukopenia in 26%, anemia in 11%, myalgias in 11%, gastrointestinal bleeding in 11%, infection in 10%, and thrombosis in 10%. The combination of weekly paclitaxel and bryostatin-1 is not an effective therapy for patients with advanced pancreatic carcinoma.",NCT00031694,-1,0,0
38662619,Somatostatin Versus Octreotide for Prevention of Postoperative Pancreatic Fistula: The PREFIPS Randomized Clinical Trial: A FRENCH 007-ACHBT Study.,"Pharmacological prevention of postoperative pancreatic fistula (POPF) after pancreatectomy is open to debate. The present study compares clinically significant POPF rates in patients randomized between somatostatin versus octreotide as prophylactic treatment. Multicentric randomized controlled open study in patient's candidate for pancreaticoduodenectomy (PD) or distal pancreatectomy (DP) comparing somatostatin continuous intravenous infusion for 7 days versus octreotid 100 μg, every 8 hours subcutaneous injection for 7 days, stratified by procedure (PD vs DP) and size of the main pancreatic duct (>4 mm) on grade B/C POPF rates at 90 days based on an intention-to-treat analysis. Of 763 eligible patients, 651 were randomized: 327 in the octreotide arm and 324 in the somatostatin arm, with comparable the stratification criteria - type of surgery and main pancreatic duct dilatation. Most patients had PD (n=480; 73.8%), on soft/normal pancreas (n=367; 63.2%) with a nondilated main pancreatic duct (n=472; 72.5%), most often for pancreatic adenocarcinoma (n=311; 47.8%). Almost all patients had abdominal drainage (n=621; 96.1%) and 121 (19.5%) left the hospital with the drain in place (median length of stay=16 days). A total of 153 patients (23.5%) developed a grade B/C POPF with no difference between both groups: 24.1%: somatostatin arm and 22.9%: octreotide arm (χ 2 test, P =0.73, ITT analysis). Absence of statistically significant difference persisted after adjustment for stratification variables and in per-protocol analysis. Continuous intravenous somatostatin is not statistically different from subcutaneous octreotide in the prevention of grade B/C POPF after pancreatectomy. In the PREFIPS Randomized Clinical Trial including 651 patients, a total of 153 patients (23.5%) developed a grade B/C POPF with no significant difference between both groups: 24.1%: somatostatin arm and 22.9%: octreotide arm (χ 2 test, P =0.73, ITT analysis). Absence of statistically significant difference persisted after adjustment for stratification variables and in per-protocol analysis.",NCT03000946,0,2,0
17452677,Erlotinib plus gemcitabine compared with gemcitabine alone in patients with advanced pancreatic cancer: a phase III trial of the National Cancer Institute of Canada Clinical Trials Group.,"Patients with advanced pancreatic cancer have a poor prognosis and there have been no improvements in survival since the introduction of gemcitabine in 1996. Pancreatic tumors often overexpress human epidermal growth factor receptor type 1 (HER1/EGFR) and this is associated with a worse prognosis. We studied the effects of adding the HER1/EGFR-targeted agent erlotinib to gemcitabine in patients with unresectable, locally advanced, or metastatic pancreatic cancer. Patients were randomly assigned 1:1 to receive standard gemcitabine plus erlotinib (100 or 150 mg/d orally) or gemcitabine plus placebo in a double-blind, international phase III trial. The primary end point was overall survival. A total of 569 patients were randomly assigned. Overall survival based on an intent-to-treat analysis was significantly prolonged on the erlotinib/gemcitabine arm with a hazard ratio (HR) of 0.82 (95% CI, 0.69 to 0.99; P = .038, adjusted for stratification factors; median 6.24 months v 5.91 months). One-year survival was also greater with erlotinib plus gemcitabine (23% v 17%; P = .023). Progression-free survival was significantly longer with erlotinib plus gemcitabine with an estimated HR of 0.77 (95% CI, 0.64 to 0.92; P = .004). Objective response rates were not significantly different between the arms, although more patients on erlotinib had disease stabilization. There was a higher incidence of some adverse events with erlotinib plus gemcitabine, but most were grade 1 or 2. To our knowledge, this randomized phase III trial is the first to demonstrate statistically significantly improved survival in advanced pancreatic cancer by adding any agent to gemcitabine. The recommended dose of erlotinib with gemcitabine for this indication is 100 mg/d.",NCT00026338,-1,1,2
25991462,Mutation-targeted therapy with sunitinib or everolimus in patients with advanced low-grade or intermediate-grade neuroendocrine tumours of the gastrointestinal tract and pancreas with or without cytoreductive surgery: protocol for a phase II clinical trial.,"Finding the optimal management strategy for patients with advanced, metastatic neuroendocrine tumours (NETs) of the gastrointestinal tract and pancreas is a work in progress. Sunitinib and everolimus are currently approved for the treatment of progressive, unresectable, locally advanced or metastatic low-grade or intermediate-grade pancreatic NETs. However, mutation-targeted therapy with sunitinib or everolimus has not been studied in this patient population. This prospective, open-label phase II clinical trial was designed to determine if mutation-targeting therapy with sunitinib or everolimus for patients with advanced low-grade or intermediate-grade NETs is more effective than historically expected results with progression-free survival (PFS) as the primary end point. Patients ≥18 years of age with progressive, low-grade or intermediate-grade locally advanced or metastatic NETs are eligible for this study. Patients will undergo tumour biopsy (if they are not a surgical candidate) for tumour genotyping. Patients will be assigned to sunitininb or everolimus based on somatic/germline mutations profile. Patients who have disease progression on either sunitinib or everolimus will crossover to the other drug. Treatment will continue until disease progression, unacceptable toxicity, or consent to withdrawal. Using the proposed criteria, 44 patients will be accrued within each treatment group during a 48-month period (a total of 88 patients for the 2 treatments), and followed for up to an additional 12 months (a total of 60 months from entry of the first patient) to achieve 80% power in order to test whether there is an improvement in PFS compared to historically expected results, with a 0.10 α level one-sided significance test. The study protocol was approved by the institutional review board of the National Cancer Institute (NCI-IRB Number 15C0040; iRIS Reference Number 339636). The results will be published in a peer-reviewed journal and shared with the worldwide medical community. NCT02315625.",NCT02315625,-1,0,0
