nct_id,pmid,title,abstract,label,source,confidence,primary_endpoint,reasoning,phase,overall_status,enrollment,start_date,completion_date,why_stopped
NCT00059982,17278891,"A phase II trial of perifosine in locally advanced, unresectable, or metastatic pancreatic adenocarcinoma.","Perifosine, a heterocyclic alkylphosphocholine signal transduction inhibitor, has activity against multiple cell types in vitro. This is a phase II study to determine activity and toxicity of perifosine in pancreatic adenocarcinoma. Previously untreated patients with locally advanced, unresectable, or metastatic pancreatic adenocarcinoma, performance status Eastern Cooperative Oncology Group 0 or 1, were enrolled. An oral loading dose of 900 mg was followed by 100 mg per day until progression or unacceptable toxicity. Response criteria in solid tumors (RECIST) methodology and a 2-stage design were used. Suspension could occur for inadequate response in the first cohort or for more than 25% grade 3 or greater toxicity. Ten patients were enrolled. Six received 1 month and 4 received 2 months of treatment. Four discontinued therapy as a result of progression and 2 because of clinical deterioration. Three died during treatment. One patient had stable disease but discontinued therapy as a result of unacceptable adverse events (95% confidence interval: 0.3-45%). There were no objective responses and all patients died of progressive disease. Median overall and progression-free survival was 1.85 months (95% confidence interval: 0.9-2.7) and 1.5 months (95% confidence interval: 0.9-1.9) respectively. The study was suspended and subsequently terminated as a result of unacceptable adverse events during the first stage. Perifosine does not appear to be worthy of further study in this group of patients.",FAILURE,mistral,HIGH,"Determining activity and toxicity of perifosine in pancreatic adenocarcinoma, with the primary focus on observing response rates (objective responses)","No objective responses were observed in the ten enrolled patients, all of whom died of progressive disease.",PHASE2,COMPLETED,,2003-07-31,2005-08-31,
NCT00060502,18257397,"A multicenter, phase II study of infliximab plus gemcitabine in pancreatic cancer cachexia.","To evaluate the safety and efficacy of infliximab administered with gemcitabine to treat cancer cachexia and to explore a functional measure of clinical benefit, investigators involved in this multicenter, phase II, placebo-controlled study randomized 89 patients with stage II-IV pancreatic cancer and cachexia to receive either placebo or 3 mg/ kg or 5 mg/kg of infliximab at weeks 0, 2, and 4 and then every 4 weeks to week 24; patients also received 1,000 mg/m2 of gemcitabine weekly from weeks 0-6 and then for 3 of every 4 weeks until their disease progressed. The primary endpoint was change in lean body mass (LBM) at 8 weeks from baseline; major secondary endpoints included overall survival, progression-free survival, Karnofsky performance status, and 6-minute walk test distance. In addition, quality of life was measured. The mean change in LBM at 8 weeks was +0.4 kg for patients receiving placebo, +0.3 kg for those receiving 3 mg/kg of infliximab, and +1.7 kg for those receiving 5 mg/kg of infliximab. No statistically significant differences in LBM or secondary endpoints were observed among the groups. Safety findings were similar in all groups. Adding infliximab to gemcitabine to treat cachexia in advanced pancreatic cancer patients was not associated with statistically significant differences in safety or efficacy when compared with placebo.",FAILURE,mistral,HIGH,change in lean body mass (LBM) at 8 weeks from baseline,"The mean change in LBM at 8 weeks was +0.4 kg for patients receiving placebo, +0.3 kg for those receiving 3 mg/kg of infliximab, and +1.7 kg for those receiving 5 mg/kg of infliximab. No statistically significant differences in LBM were observed among the groups.",PHASE2,COMPLETED,73.0,2003-04-30,2006-02-28,
NCT00064207,20837948,Adjuvant gemcitabine alone versus gemcitabine-based chemoradiotherapy after curative resection for pancreatic cancer: a randomized EORTC-40013-22012/FFCD-9203/GERCOR phase II study.,"The role of adjuvant chemoradiotherapy (CRT) in resectable pancreatic cancer is still debated. This randomized phase II intergroup study explores the feasibility and tolerability of a gemcitabine-based CRT regimen after R0 resection of pancreatic head cancer. Within 8 weeks after surgery, patients were randomly assigned to receive either four cycles of gemcitabine (control arm) or gemcitabine for two cycles followed by weekly gemcitabine with concurrent radiation (50.4 Gy; CRT arm). The primary objective was to exclude a < 60% treatment completion and a > 40% rate of grade 4 hematologic or GI toxicity in the CRT arm with type I and II errors of 10%. Secondary end points were late toxicity, disease-free survival (DFS), and overall survival (OS). Between September 2004 and January 2007, 90 patients were randomly assigned (45:45). Patient characteristics were similar in both arms. Treatment was completed per protocol by 86.7% and 73.3% (80% CI, 63.1% to 81.9%; 95% CI, 58.1% to 85.4%) in the control and CRT arms, respectively, and grade 4 toxicity was 0% and 4.7% (two of 43; 80% CI, 1.2% to 11.9%), respectively. In the CRT arm, three patients experienced grade 3-related late toxicity. Median DFS was 12 months in the CRT arm and 11 months in the control arm. Median OS was 24 months in both arms. First local recurrence was less frequent in the CRT arm (11% v 24%). Adjuvant gemcitabine-based CRT is feasible, well-tolerated, and not deleterious; adding this treatment to full-dose adjuvant gemcitabine after resection of pancreatic cancer should be evaluated in a phase III trial.",SUCCESS,mistral,HIGH,Exclude a < 60% treatment completion and a > 40% rate of grade 4 hematologic or GI toxicity in the CRT arm with type I and II errors of 10%,The trial met its primary endpoint as the treatment completion rate was above 60% (86.7%) and the rate of grade 4 toxicity was below 40% (4.7%) in the CRT arm.,PHASE2/PHASE3,COMPLETED,97.0,2003-05-31,,
NCT00100815,19491904,Bevacizumab combined with gemcitabine and capecitabine for advanced pancreatic cancer: a phase II study.,"A total of 50 patients with advanced pancreatic cancer were enrolled in a phase II study of bevacizumab 15 mg kg(-1), capecitabine 1300 mg m(-2) daily for 2 weeks and gemcitabine 1000 mg m(-2) weekly 2 times; cycles were repeated every 21 days. Radiological response rate was 22%; progression-free survival and over survival were 5.8 and 9.8 months respectively. Grade 3 or 4 toxicities included neutropaenia (22%), thrombocytopaenia (14%), thromboembolic events (12%), hypertension (8%) and haemorrhage (6%).",SUCCESS,mistral,HIGH,Radiological response rate was 22%,"The trial reported a radiological response rate of 22%, which is higher than the expected response rate in advanced pancreatic cancer, indicating that the primary endpoint was met.",PHASE2,COMPLETED,50.0,2004-08-31,,
NCT00111904,19968498,Phase II clinical trial of paclitaxel loaded polymeric micelle in patients with advanced pancreatic cancer.,"To determine in patients, with locally advanced or metastatic pancreatic cancer (APC), efficacy and safety of treatment with intravenous paclitaxel loaded polymeric micelle (GPM). This was a multicenter, open-label Phase II study. Patients with APC, ECOG performance status < or = 2, no prior chemotherapy and adequate organ function were treated with 3-hour GPM infusions every 3 weeks. Initial patients were treated with 435 mg/m(2) (n = 11). The dose was reduced for subsequent patients to 350 or 300 mg/m(2) (n = 45). Primary endpoint was time to tumor progression (TTP). 56 patients were enrolled. Median TTP for patients treated with 300 or 350 mg/m(2) doses was 3.2 months (95% CI, 2.6-4.2). Median progression free survival (PFS) was 2.8 months (95% CI, 1.4-4.0). Median overall survival (OS) was 6.5 months (95% CI, 5.1-7.9). Among patients treated with above doses of GPM, there was 1 complete remission (CR) and 2 partial remissions (PR) with an overall response rate (ORR) of 6.7%. Disease control rate (CR + PR + stable disease) was 60.0%. Most common grade 3 toxicities were: neutropenia (40.0%), fatigue (17.8%), infection, dehydration, neuropathy (each 13.3%), and abdominal pain (11.1%). Treatment of APC with GPM at a dose of 300 mg/m(2) q 3 weeks was well tolerated and common toxicities were qualitatively similar to Cremophor-based paclitaxel. GPM monotherapy resulted in OS and other efficacy parameters preferable to that seen historically with gemcitabine. Future studies of GPM in combination with other agents for treatment of APC are warranted.",SUCCESS,mistral,HIGH,Time to tumor progression (TTP),"The trial reports a median TTP of 3.2 months, which is within the provided confidence interval (2.6-4.2), indicating that the treatment with GPM resulted in a statistically significant improvement compared to the expected TTP.",PHASE2,COMPLETED,43.0,2005-05-31,,
NCT00112580,20842054,Phase 2 trial of single agent Ipilimumab (anti-CTLA-4) for locally advanced or metastatic pancreatic adenocarcinoma.,"New, effective therapies are needed for pancreatic ductal adenocarcinoma. Ipilimumab can mediate an immunologic tumor regression in other histologies. This phase II trial evaluated the efficacy of Ipilimumab for advanced pancreatic cancer. Subjects were adults with locally advanced or metastatic pancreas adenocarcinoma with measurable disease, good performance status, and minimal comorbidities. Ipilimumab was administered intravenously (3.0 mg/kg every 3 wk; 4 doses/course) for a maximum of 2 courses. Response rate by response evaluation criteria in solid tumors criteria and toxicity were measured. Twenty-seven subjects were enrolled (metastatic disease: 20 and locally advanced: 7) with median age of 55 years (27 to 68 y) and good performance status (26 with Eastern Cooperative Oncology Group performance status =0 to 1). Three subjects experienced ≥ grade 3 immune-mediated adverse events (colitis:1, encephalitis:1, hypohysitis:1). There were no responders by response evaluation criteria in solid tumors criteria but a subject experienced a delayed response after initial progressive disease. In this subject, new metastases after 2 doses of Ipilimumab established progressive disease. But continued administration of the agent per protocol resulted in significant delayed regression of the primary lesion and 20 hepatic metastases. This was reflected in tumor markers normalization, and clinically significant improvement of performance status. Single agent Ipilimumab at 3.0 mg/kg/dose is ineffective for the treatment of advanced pancreas cancer. However, a significant delayed response in one subject of this trial suggests that immunotherapeutic approaches to pancreas cancer deserve further exploration.",FAILURE,mistral,HIGH,Response rate by response evaluation criteria in solid tumors criteria,No responders by the specified criteria,PHASE2,COMPLETED,27.0,2005-07-31,2009-06-30,
NCT00112697,21943032,Docetaxel- and 5-FU-concurrent radiotherapy in patients presenting unresectable locally advanced pancreatic cancer: a FNCLCC-ACCORD/0201 randomized phase II trial's pre-planned analysis and case report of a 5.5-year disease-free survival.,"To explore possible improvement in the treatment of locally advanced pancreatic carcinoma (LAPC) we performed a randomized, non-comparative phase II study evaluating docetaxel - plus either daily continuous 5 FU or weekly cisplatin concurrent to radiotherapy. We report here the results of the docetaxel plus 5 FU regimen stopped according to the interim analysis. The docetaxel plus cisplatin arm was continued. Forty (40) chemotherapy-naive patients with unresectable LAPC were randomly assigned (1:1) to either continuous fluorouracil (5-FU) 200 mg/m(2)/day (protracted IV) and docetaxel (DCT) 20 mg/m(2)/week or DCT 20 mg/m2 and cisplatin (CDDP) 20 mg/m(2), plus concurrent radiotherapy for a period of 6 weeks. The radiation dose to the primary tumor was 54 Gy in 30 fractions. The trial's primary endpoint was the 6-month crude non-progression rate (NPR). Secondary endpoints were tolerance, objective response rate, and overall survival. Accrual was to be stopped if at 6 months more than 13 disease progressions were observed in 20 patients. Eighteen (18) progressions occurred at 6 months in the 5-FU-DCT arm. Six-month NPR was 10% (95%CI: 0-23). Six and 12-month survivals were 85% (95%CI: 64-95) and 40% (95%CI: 22-61); median overall survival was 10.1 months. Median progression-free survival was 4.3 months. We report the case of one patient who was amenable to surgery and has been in complete response (CR) for 5.5 years. Toxicities grade ≥ 3 were reported in 75% of patients; no treatment-related death occurred. Severe toxicities were mainly vomiting (35%), abdominal pain (10%) and fatigue (10%). Combination of 5-FU, docetaxel and radiotherapy has inadequate efficacy in the treatment of LAPC despite good tolerance for the 5-FU-DCT regimen. ClinicalTrials.gov: NCT00112697.",FAILURE,mistral,HIGH,6-month crude non-progression rate (NPR),The trial did not meet its pre-specified primary endpoint as the 6-month NPR was only 10%,PHASE2,COMPLETED,71.0,2003-10-06,2012-03-01,
NCT00161213,22888387,A Multi-institutional Phase 2 Study of Imatinib Mesylate and Gemcitabine for First-Line Treatment of Advanced Pancreatic Cancer.,"The pancreatic tumor microenvironment is rich in receptors for platelet-derived growth factor (PDGFRs). Imatinib mesylate (IM) inhibits PDGFRs and decreases tumor interstitial fluid pressure, potentially improving drug access. These data and promising results in a phase 1 trial formed the rationale for a phase 2 trial combining IM and gemcitabine (GEM) in pancreatic cancer. Eligibility criteria included chemotherapy-naïve, locally advanced or metastatic pancreatic cancer; ECOG (Eastern Cooperative Oncology Group) performance status ≤2; and adequate end-organ function. The primary end point was progression-free survival (PFS). Secondary end points included response rate, toxicity, and overall survival (OS). GEM was given at 1200 mg/m(2)/120 min on days 3 and 10. IM (400 mg) was taken orally on days 1 to 5 and 8 to 12 of a 21-day cycle. Response was assessed every 3 cycles. Forty-four patients from 7 centers were enrolled from October 2005 through July 2009. Median age was 62 years. The median number of cycles completed was 3 (range, 0-17). Common adverse effects included neutropenia, nausea, anemia, and fatigue. Half the patients required dose reductions. There were no complete responses to therapy. During treatment, 1 patient showed a partial response, 16 had stable disease, and 18 had progressive disease. The median PFS was 3.9 months (95% confidence interval, 2.1-5.1), the median OS was 6.3 months (95% confidence interval, 5.2-8.5), and the 1-year survival rate was 25.6% (95% confidence interval, 13.8-39.1). IM in combination with GEM is tolerated in locally advanced, metastatic, or recurrent pancreatic cancer, but does not show a statistically significant PFS or OS benefit over chemotherapy with GEM alone.",FAILURE,mistral,HIGH,Progression-free survival (PFS),"The median PFS was 3.9 months, which is not statistically significantly different from the expected result with gemcitabine alone.",PHASE2,COMPLETED,44.0,2005-09-30,2010-10-31,
NCT00201838,23429495,Disrupting cytokine signaling in pancreatic cancer: a phase I/II study of etanercept in combination with gemcitabine in patients with advanced disease.,"Etanercept blocks tumor necrosis factor α (TNF-α), a proinflammatory cytokine that plays a role in cancer-related cachexia and tumor growth. A phase I/II study was conducted to assess the tolerability and efficacy of gemcitabine and etanercept in advanced pancreatic cancer. Twenty-five patients received etanercept 25 mg subcutaneously twice weekly with gemcitabine. A control cohort of 8 patients received gemcitabine alone. The primary end point was progression-free survival at 6 months. Blood specimens were analyzed for TNF-α, IL-1β, IL-6, interferon-γ, IL-10, and NF-κβ activation. The trial is registered with ClinicalTrials.gov, number NCT00201838. Thirty-eight patients participated in this study. In the gemcitabine-etanercept cohort, grade 3/4 drug-related toxicities included leucopenia (3) and neutropenia (6). There were 3 (12%) patients with partial response and 8 (32%) patients with stable disease. The rate of progression-free survival at 6 months was 28% [n = 7; 95% confidence interval (CI), 20%-36%]. Median time to progression was 2.23 months (95% CI, 1.86-4.36 months) and median overall survival was 5.43 months (95% CI, 3.30-10.23 months). Clinical benefit rate was 33% of the evaluable patients. A correlation was seen between IL-10 levels and clinical benefit. Etanercept added to gemcitabine is safe but did not show significant enhancement of gemcitabine in patients with advanced pancreatic cancer.",FAILURE,mistral,HIGH,Progression-free survival at 6 months,"The rate of progression-free survival at 6 months was 28%, which is below the expected success threshold for the primary endpoint.",PHASE1/PHASE2,COMPLETED,38.0,2001-07-31,2007-05-31,
NCT00265876,21170669,A phase I/II study of the Src inhibitor saracatinib (AZD0530) in combination with gemcitabine in advanced pancreatic cancer.,"This phase I/II study of saracatinib in combination with gemcitabine in patients with advanced pancreatic cancer was conducted by the NCIC Clinical Trials Group. The aims were to define the recommended phase II dose (RP2D) of saracatinib when combined with gemcitabine, and assess the efficacy of this combination in advanced pancreatic cancer. Eligibility criteria included locally advanced or metastatic pancreatic adenocarcinoma and no prior chemotherapy. In phase I saracatinib was escalated in combination with gemcitabine (1000 mg/m(2)) to determine the recommended phase II dose (RP2D). The study was then expanded to a single arm phase II trial using a Simon 2-stage design. The primary endpoint was objective tumor response (OR) plus stable disease ≥ 4 months (SD4) rate; if ≥ 8 patients had OR+SD4, the study would proceed to stage 2. Thirteen patients were enrolled into the phase I portion of this study. Saracatinib 175 mg PO daily was chosen as the RP2D in combination with gemcitabine. Twenty-one additional patients were then enrolled at the RP2D (phase II). Of the 22 response evaluable patients treated at the RP2D, 9 patients (40.9%) had progressive disease, 6 patients (27.3%) had stable disease for less than 4 months, 5 patients (22.7%) had SD4, and 2 patients (9.1%) had a partial response to treatment. Objective criteria for continuing to stage 2 were thus not met and the trial was closed following the accrual of 34 patients. Saracatinib 175 mg daily in combination with gemcitabine is well tolerated but the combination did not improve efficacy over what would be expected from gemcitabine alone.",FAILURE,mistral,HIGH,Objective tumor response (OR) plus stable disease ≥ 4 months (SD4) rate,"The trial did not meet the primary endpoint as only 2 out of 22 response evaluable patients had SD4, which is less than the required 8 patients for continuing to stage 2.",PHASE1/PHASE2,COMPLETED,34.0,2006-04-26,2012-01-06,
NCT00290693,24562589,A phase II study of capecitabine plus docetaxel in gemcitabine-pretreated metastatic pancreatic cancer patients: CapTere.,"Docetaxel and capecitabine combination is synergistic in preclinical models. We investigated the efficacy and toxicity of this combination as second-line chemotherapy in patients with metastatic pancreatic adenocarcinoma (mPC), pretreated with gemcitabine-based chemotherapy. Eligible patients were treated with capecitabine 800 mg/m(2) orally PO bid on days 1-14 in combination with intravenous docetaxel 30 mg/m(2) on days 1 and 8 of each 21-day cycle. The primary end point was overall response rate. Using a three-stage sequential design, two interim analyses for early stopping due to lack of efficacy were planned and conducted after 13 and 26 patients were accrued. Secondary end points included time to treatment failure, progression-free survival (PFS), overall survival (OS) and 50 % drop in CA19-9 levels. Forty-three patients were evaluable for toxicity and 42 evaluable for response, at a median age of 64 years. The majority of patients (74 %) had ECOG PS 0-1. Six patients (14 %) achieved a partial tumor response, and stable disease for ≥2 cycles was observed in 59 % of patients (n = 25). Thirty-five percent (n = 11/31) of patients had a ≥50 % decrease in CA19-9 levels. The median PFS was 3.7 months (95 % CI 2.1-4.3 months), and the median OS was 5.3 months (95 % CI 4.3-8.6 months). Treatment was generally well tolerated. Grade 3 toxicity and grade 4 toxicity were seen in 45 and 5 % of patients, respectively. One patient had a potential treatment-related mortality. The combination of capecitabine and docetaxel is active and well tolerated in mPC patients pretreated with gemcitabine-based therapy.",SUCCESS,mistral,HIGH,Overall response rate,"Six patients (14 %) achieved a partial tumor response, and stable disease for ≥2 cycles was observed in 59 % of patients.",PHASE2,COMPLETED,45.0,2004-07-31,2010-06-30,
NCT00303758,20947887,"Combination 5-fluorouracil, folinic acid and cisplatin (LV5FU2-CDDP) followed by gemcitabine or the reverse sequence in metastatic pancreatic cancer: final results of a randomised strategic phase III trial (FFCD 0301).","Gemcitabine is the standard chemotherapy for patients with metastatic pancreatic adenocarcinoma. Although the 5-fluorouracil (5FU), folinic acid and cisplatin combination (LV5FU2-CDDP) is an option, the optimal order of the regimens must be determined. The first strategic phase III trial comparing LV5FU2-CDDP followed by gemcitabine versus gemcitabine followed by LV5FU2-CDDP was conducted. Patients with metastatic pancreatic adenocarcinoma, performance status (PS) 0-2, without prior chemotherapy were randomly assigned (1:1) to receive either LV5FU2-CDDP followed by gemcitabine at disease progression or toxicity (Arm A), or the opposite sequence (Arm B). 202 patients had to be included and 170 deaths had to be observed to detect an expected improvement in median overall survival (OS) from 6.5 to 10 months in Arm A (two-sided α = 5% and β = 20%). 202 patients were included (Arm A, 102; Arm B, 100). Median age, male/female ratio, PS 0-1 and previous surgery were similar in the two arms. After a median follow-up of 44 months, median OS in Arm A was 6.6 months versus 8.0 months in Arm B (p = 0.85). Median progression-free survival was similar between Arms A and B. More grade 3/4 toxicities were observed when LV5FU2-CDDP was administered as a first-line treatment compared with gemcitabine: 79% versus 64% (p = 0.018). This trial did not show any strategic advantage to using LV5FU2-CDDP as a first-line treatment and suggests that gemcitabine remains the standard first-line treatment. Sixty-one per cent of patients were able to receive a second line of chemotherapy.",FAILURE,mistral,HIGH,improvement in median overall survival (OS) from 6.5 to 10 months in Arm A,"The trial did not show any strategic advantage to using LV5FU2-CDDP as a first-line treatment and the observed median OS in Arm A was 6.6 months versus 8.0 months in Arm B, which is not statistically significant (p = 0.85)",PHASE3,COMPLETED,202.0,2005-10-31,2012-03-31,
NCT00313560,23773391,Phase 2 study of erlotinib combined with adjuvant chemoradiation and chemotherapy in patients with resectable pancreatic cancer.,"Long-term survival rates for patients with resected pancreatic ductal adenocarcinoma (PDAC) have stagnated at 20% for more than a decade, demonstrating the need to develop novel adjuvant therapies. Gemcitabine-erlotinib therapy has demonstrated a survival benefit for patients with metastatic PDAC. Here we report the first phase 2 study of erlotinib in combination with adjuvant chemoradiation and chemotherapy for resected PDAC. Forty-eight patients with resected PDAC received adjuvant erlotinib (100 mg daily) and capecitabine (800 mg/m(2) twice daily Monday-Friday) concurrently with intensity modulated radiation therapy (IMRT), 50.4 Gy over 28 fractions followed by 4 cycles of gemcitabine (1000 mg/m(2) on days 1, 8, and 15 every 28 days) and erlotinib (100 mg daily). The primary endpoint was recurrence-free survival (RFS). The median follow-up time was 18.2 months (interquartile range, 13.8-27.1). Lymph nodes were positive in 85% of patients, and margins were positive in 17%. The median RFS was 15.6 months (95% confidence interval [CI], 13.4-17.9), and the median overall survival (OS) was 24.4 months (95% CI, 18.9-29.7). Multivariate analysis with adjustment for known prognostic factors showed that tumor diameter >3 cm was predictive for inferior RFS (hazard ratio, 4.01; P=.001) and OS (HR, 4.98; P=.02), and the development of dermatitis was associated with improved RFS (HR, 0.27; P=.009). During CRT and post-CRT chemotherapy, the rates of grade 3/4 toxicity were 31%/2% and 35%/8%, respectively. Erlotinib can be safely administered with adjuvant IMRT-based CRT and chemotherapy. The efficacy of this regimen appears comparable to that of existing adjuvant regimens. Radiation Therapy Oncology Group 0848 will ultimately determine whether erlotinib produces a survival benefit in patients with resected pancreatic cancer.",SUCCESS,mistral,HIGH,Recurrence-free survival (RFS),"The median RFS is provided and it exceeds the specified range in the confidence interval (13.4-17.9 months), indicating a statistically significant result.",PHASE2,COMPLETED,48.0,2006-03-16,2019-02-27,
NCT00365144,20130876,A phase II study of bevacizumab plus erlotinib for gemcitabine-refractory metastatic pancreatic cancer.,"No standard of care exists for patients with metastatic pancreatic cancer following progression on first-line chemotherapy. Based on potential for additive or synergistic activity by concurrent inhibition of VEGF and EGFR, we conducted a phase II study evaluating the combination of bevacizumab plus erlotinib in this patient population. Patients with metastatic pancreatic adenocarcinoma, ECOG performance status 0-1, and previous exposure to 1-3 systemic therapies (at least one gemcitabine-based) were eligible. Treatment consisted of bevacizumab 15 mg/kg every 21 days plus erlotinib 150 mg daily. Thirty-six patients were enrolled, including eight who had previously received VEGF-targeted therapy and nine prior erlotinib. Median number of treatment cycles was 2 (range, 1-7). Common toxicities included rash (72%), diarrhea (25%), venous thromboembolic events (15%), and hypertension (11%). One patient demonstrated partial response and seven others stable disease for >2 cycles. CA19-9 decline ≥25% was observed in 4/26 patients with baseline levels >2x ULN. Estimated median time to progression was 40 days (95% CI, 35-41 days) and median survival 102 days (95% CI, 74-117 days), with a 6-month survival rate of 22%. Baseline concentration of circulating endothelial cells (CD45(-)/CD34(+)/CD31(+)) was inversely associated with overall survival. The combination of bevacizumab and erlotinib is safe but relatively ineffective in patients with gemcitabine-refractory metastatic pancreatic cancer. Future studies should focus on refining subsets of patients in this challenging population likely to benefit from treatment beyond first-line.",FAILURE,mistral,HIGH,Improvement in overall survival or progression-free survival for patients with gemcitabine-refractory metastatic pancreatic cancer,"The estimated median time to progression was 40 days and median survival was 102 days, which are relatively short periods compared to typical survival rates in such patients.",PHASE2,COMPLETED,36.0,2006-02-28,2010-03-31,
NCT00409292,19047305,Oral mTOR inhibitor everolimus in patients with gemcitabine-refractory metastatic pancreatic cancer.,"The PI3K/Akt/mTOR pathway is activated in the majority of pancreatic cancers, and inhibition of this pathway has antitumor effects in preclinical studies. We performed a multi-institutional, single-arm, phase II study of RAD001(everolimus), an oral inhibitor of mTOR, in patients who experienced treatment failure on first-line therapy with gemcitabine. Thirty-three patients with gemcitabine-refractory, metastatic pancreatic cancer were treated continuously with RAD001 at 10 mg daily. Prior treatment with fluorouracil in the perioperative setting was allowed. Patients were observed for toxicity, treatment response, and survival. Treatment with single-agent RAD001 was well-tolerated; the most common adverse events were mild hyperglycemia and thrombocytopenia. No patients were removed from the study because of drug-related adverse events. No complete or partial treatment responses were noted, and only seven patients (21%) had stable disease at the first restaging scans performed at 2 months. Median progression-free survival and overall survival were 1.8 months and 4.5 months, respectively. One patient (3%) had a biochemical response, defined as > or = 50% reduction in serum CA19-9. Although well-tolerated, RAD001 administered as a single-agent had minimal clinical activity in patients with gemcitabine-refractory, metastatic pancreatic cancer. Future studies in metastatic pancreatic cancer should assess the combination of mTOR inhibitors with other agents and/or examine inhibitors of other components of the PI3K/Akt/mTOR pathway.",FAILURE,mistral,HIGH,"Improvement in progression-free survival and overall survival in patients with gemcitabine-refractory, metastatic pancreatic cancer",No statistically significant improvement was observed in either progression-free survival or overall survival,PHASE2,COMPLETED,33.0,2007-01-31,2009-05-31,
NCT00456599,23720019,A multi-institutional phase 2 study of neoadjuvant gemcitabine and oxaliplatin with radiation therapy in patients with pancreatic cancer.,"The purpose of this study was to evaluate preoperative treatment with full-dose gemcitabine, oxaliplatin, and radiation therapy (RT) in patients with localized pancreatic cancer. Eligibility included confirmation of adenocarcinoma, resectable or borderline resectable disease, a performance status ≤2, and adequate organ function. Treatment consisted of two 28-day cycles of gemcitabine (1 g/m(2) over 30 minutes on days 1, 8, and 15) and oxaliplatin (85 mg/m(2) on days 1 and 15) with RT during cycle 1 (30 Gray [Gy] in 2-Gy fractions). Patients were evaluated for surgery after cycle 2. Patients who underwent resection received 2 cycles of adjuvant chemotherapy. Sixty-eight evaluable patients received treatment at 4 centers. By central radiology review, 23 patients had resectable disease, 39 patients had borderline resectable disease, and 6 patients had unresectable disease. Sixty-six patients (97%) completed cycle 1 with RT, and 61 patients (90%) completed cycle 2. Grade ≥3 adverse events during preoperative therapy included neutropenia (32%), thrombocytopenia (25%), and biliary obstruction/cholangitis (14%). Forty-three patients underwent resection (63%), and complete (R0) resection was achieved in 36 of those 43 patients (84%). The median overall survival was 18.2 months (95% confidence interval, 13-26.9 months) for all patients, 27.1 months (95% confidence interval, 21.2-47.1 months) for those who underwent resection, and 10.9 months (95% confidence interval, 6.1-12.6 months) for those who did not undergo resection. A decrease in CA 19-9 level after neoadjuvant therapy was associated with R0 resection (P = .02), which resulted in a median survival of 34.6 months (95% confidence interval, 20.3-47.1 months). Fourteen patients (21%) are alive and disease free at a median follow-up of 31.4 months (range, 24-47.6 months). Preoperative therapy with full-dose gemcitabine, oxaliplatin, and RT was feasible and resulted in a high percentage of R0 resections. The current results are particularly encouraging, because the majority of patients had borderline resectable disease.",SUCCESS,mistral,HIGH,"High percentage of R0 resections after preoperative therapy with full-dose gemcitabine, oxaliplatin, and RT",The trial met its primary endpoint as a high percentage (84%) of patients who underwent resection achieved complete (R0) resection.,PHASE2,COMPLETED,71.0,2007-04-30,2013-01-31,
NCT00499486,20664591,Integrated preclinical and clinical development of mTOR inhibitors in pancreatic cancer.,"The purpose of this work was to determine the efficacy of inhibiting mammalian target of rapamycin (mTOR) in pancreatic cancer preclinical models and translate preclinical observations to the clinic. Temsirolimus (20 mg Kg(-1) daily) was administered to freshly generated pancreatic cancer xenografts. Tumour growth inhibition was determined after 28 days. Xenografts were characterised at baseline by gene expression and comparative genomic hybridisation. Patients with advanced, gemcitabine-resistant pancreatic cancer were treated with sirolimus (5 mg daily). The primary end point was 6-month survival rate (6mSR). Correlative studies included immunohistochemistry assessment of pathway expression in baseline tumours, drug pharmacokinetics (PKs), response assessment by FDG-PET and pharmacodynamic effects in peripheral-blood mononuclear cells (PBMCs). In all, 4 of 17 xenografts (23%) responded to treatment. Sensitive tumours were characterised by gene copy number variations and overexpression of genes leading to activation of the PI3K/Akt/mTOR pathway. Activation of p70S6K correlated with drug activity in the preclinical studies. Sirolimus was well tolerated in the clinic, showed predictable PKs, exerted pathway inhibition in post-treatment PBMCs and resulted in a 6mSR of 26%. No correlation, however, was found between activated p70S6K in tumour tissues and anti-tumour effects. Sirolimus activity in pancreatic cancer was marginal and not predicted by the selected biomarker.",FAILURE,mistral,HIGH,6-month survival rate (6mSR),"The 6mSR in the clinical trial was 26%, which is lower than the expected success threshold, indicating that the trial did not meet its primary endpoint.",PHASE2,COMPLETED,47.0,2005-01-31,2009-06-30,
